li	unicode	GHC	homophones	sea	GX2021	GX202404	GX202411
4437	𘓄	rjur¹	9	1.76	rur¹	rur¹	rur¹
4438	𘓃	ljɨ̣¹	9	1.69	lə̣¹	ləh¹	lləh¹
4439	𘜵	śju¹	7	1.02	śu¹	śu¹	śu¹
4440	𗘲	rjɨj²	9	2.37	rəj²	reṁ²	reṃ²
4441	𘚏	sjwo¹	6	1.51	swo¹	swo¹	swo¹
4442	𘞖	se̱w²	6	2.41	nsiʶw²	nsi̱w²	nsi̱w²
4443	𗴌	zow²	9	2.47	zoʶw²	zo̱ṁ²	zo̱ṃ²
4444	𘓁	ljɨ̣¹	9	1.69	lə̣¹	ləh¹	lləh¹
4445	𘜷	be²	1	2.07	biʶ²	bi̱²	bi̱²
4446	𘚑	sow¹	6	1.54	soʶw¹	so̱ṁ¹	so̱ṃ¹
4447	𘜹	dzow¹	4	1.54	dzoʶw¹	dzo̱ṁ¹	dzo̱ṃ¹
4448	𗴋	kjwã¹	5	1.26	kwã¹	kwaṁ¹	kwaṃ¹
4449	𘜴	mja̱²	1	2.21	mma²	mma²	mma²
4450	𗘴	mju̱²	1	2.06	mmu²	mmu²	mmu²
4451	𗵺	wạ¹	2	1.63	wạʶ¹	va̱h¹	vwa̱h¹
4452	𘟊	dzjiw¹	6	1.56	dziw¹	dziw¹	dziw¹
4453	𘚎	dźjow¹	7	1.46	dźow¹	dźoṁ¹	dźoṃ¹
4454	𘜺	rər²	9	2.76	rəʶr²	rə̱r²	rə̱r²
4455	𘜳	tha²	3	2.14	thaʶ²	tha̱²	tha̱²
4456	𘴈	tha²	3	2.14	thaʶ²	tha̱²	tha̱²
4457	𘜶	ljịj²	9	2.54	lẹ²	leh²	lleh²
4458	𗘵	khji²	5	2.10	khi²	khi²	khi²
4459	𗍣	bja²	1	2.17	ba²	ba²	ba²
4460	𗘳	dju̱²	3	2.06	ndu²	ndu²	ndu²
4461	𘚒	sow¹	6	1.54	soʶw¹	so̱ṁ¹	so̱ṃ¹
4462	𘞔	phjar¹	1	1.82	phar¹	rphar¹	rphar¹
4463	𘓅	khjɨ²	5	2.28	khə²	khə²	khə²
4464	𘓆	ljɨ̣¹	9	1.69	lə̣¹	ləh¹	lləh¹
4465	𘓇	ljɨ̣¹	9	1.69	lə̣¹	ləh¹	lləh¹
4466	𘜮	ŋur¹	5	1.75	ɴuʶr¹	rŋu̱r¹	rŋu̱r¹
4467	𘜸	tshə¹	6	1.27	tshəʶ¹	tshə̱¹	tshə̱¹
4468	𘜱	thjɨ̣²	3	2.61	thə̣²	thəh²	thəh²
4469	𗶹	śji²	7	2.09	śi²	śi²	śi²
4470	𗷂	śie²	7	2.08	śʕiʶ²	ṣai̱²	ṣai̱²
4471	𗶺	xju¹	2	1.02	xu¹	hu¹	hu¹
4472	𗶵	śie²	7	2.08	śʕiʶ²	ṣai̱²	ṣai̱²
4473	𗶳	khjo̱²	5	2.46	ŋkho²	ŋkho²	ŋkho²
4474	𗶾	ˑjij²	8	2.33	ˑje²	ye²	ye²
4477	𗷄	źjo¹	9	1.51	źo¹	źo¹	źo¹
4478	𗶲	ta¹	3	1.17	taʶ¹	ta̱¹	ta̱¹
4479	𗶱	tśjọ¹	7	1.72	tśọ¹	tśoh¹	tśoh¹
4480	𗷎	kar²	5	2.73	qaʶr²	rqa̱r²	rqa̱r²
4481	𗶷	śjɨ¹	7	1.29	śə¹	śə¹	śə¹
4482	𗶻	śjwɨ̣²	7	2.61	śwə̣²	śwəh²	śwəh²
4483	𗷈	tə¹	3	1.27	təʶ¹	tə̱¹	tə̱¹
4484	𗶿	lhjow¹	9	1.56	lhow¹	lhoṁ¹	lhoṃ¹
4485	𗷖	tshwew¹	6	1.43	tshwiʶw¹	tshwi̱w¹	tshwi̱w¹
4486	𗷑	phji̱²	1	2.12	mphi²	mphi²	mphi²
4488	𗶽	śjɨ²	7	2.27	śə²	śə²	śə²
4489	𗷆	phji̱¹	1	1.14	mphi¹	mphi¹	mphi¹
4490	𗷇	phji̱²	1	2.12	mphi²	mphi²	mphi²
4491	𗷃	dźjịj²	7	2.54	dźẹ²	dźeh²	dźeh²
4492	𗶼	śjɨ¹	7	1.29	śə¹	śə¹	śə¹
4493	𗷍	dźjịj²	7	2.54	dźẹ²	dźeh²	dźeh²
4494	𗷌	te¹	3	1.08	tiʶ¹	ti̱¹	ti̱¹
4495	𗷏	bju¹	1	1.03	bu¹	bu¹	bu¹
4496	𗶶	śjɨ¹	7	1.29	śə¹	śə¹	śə¹
4497	𗷁	dza̱¹	6	1.22	ndzaʶ¹	ndza̱¹	ndza̱¹
4498	𗶸	źjo²	9	2.44	źo²	źo²	źo²
4499	𗷐	xwe¹	8	1.08	χwiʶ¹	hwi̱¹	hwi̱¹
4500	𗷀	tshwew¹	7	1.43	tshwiʶw¹	tshwi̱w¹	tshwi̱w¹
4501	𗷉	śjij¹	7	1.35	śe¹	śe¹	śe¹
4502	𗷅	śjɨ²	7	2.27	śə²	śə²	śə²
4503	𘜬	kiej²	5	2.31	qʕeʶ²	qae̱²	qae̱²
4504	𘜫	kiej²	5	2.31	qʕeʶ²	qae̱²	qae̱²
4505	𗄝	kiẽ¹	5	1.15	qʕĩʶ¹	qai̱ṁ¹	qai̱ṃ¹
4506	𗄨	lu²	9	2.01	luʶ²	lu̱²	lu̱²
4507	𗀚	śio¹	7	1.50	śʕoʶ¹	ṣao̱¹	ṣao̱¹
4508	𗠇	tjị¹	3	1.67	tị¹	tih¹	tih¹
4509	𗠎	khə¹	5	1.27	qhəʶ¹	qhə̱¹	qhə̱¹
4511	𗠒	bjɨ¹	1	1.30	bə¹	bə¹	bə¹
4512	𗡐	ka¹	5	1.17	qaʶ¹	qa̱¹	qa̱¹
4513	𗡄	dzji²	6	2.10	dzi²	dzi²	dzi²
4515	𘉏	tshọ²	6	2.62	tshọʶ²	tsho̱ṁh²	tsho̱ṃh²
4516	𗀢	śio²	7	2.43	śʕoʶ²	ṣao̱²	ṣao̱²
4517	𗡅	dzji¹	6	1.10	dzi¹	dzi¹	dzi¹
4518	𗡎	lji²	9	2.09	li²	li²	li²
4519	𗠜	bji²	1	2.10	bi²	bi²	bi²
4520	𗠪	bji²	1	2.10	bi²	bi²	bi²
4521	𗡈	ˑja̱r²	8	2.75	ˑjaar²	ryawr²	ryawr²
4522	𘉜	tshọ²	6	2.62	tshọʶ²	tsho̱ṁh²	tsho̱ṃh²
4523	𗡃	tshej²	6	2.30	tsheʶ²	tshe̱²	tshe̱²
4524	𗄠	ŋwu²	5	2.01	ɴwuʶ²	ŋwu̱²	ŋwu̱²
4525	𗢅	nji²	3	2.10	ni²	ni²	ni²
4526	𗺄	ma²	1	2.14	maʶ²	ma̱²	ma̱²
4527	𗄦	dźiẹj²	7	2.53	dźʕẹʶ²	dẓae̱h²	dẓae̱h²
4528	𗄟	ŋwu²	5	2.01	ɴwuʶ²	ŋwu̱²	ŋwu̱²
4529	𗄡	kjɨ̣²	5	2.61	kə̣²	kəh²	kəh²
4530	𗠆	pio¹	1	1.50	pʕoʶ¹	pao̱¹	pao̱¹
4531	𗡙	ˑjow²	8	2.48	ˑjow²	yoṁ²	yoṃ²
4532	𗠵	pạ²	1	2.56	pạʶ²	pa̱h²	pa̱h²
4533	𗠭	kie¹	5	1.09	qʕiʶ¹	qai̱¹	qai̱¹
4534	𗠫	dźjwiw²	7	2.40	dźwiw²	dźwiw²	dźwiw²
4535	𗡉	bẹ²	1	2.58	bịʶ²	bi̱h²	bi̱h²
4538	𗄣	ko̱²	5	2.45	ɴqoʶ²	ŋqo̱²	ŋqo̱²
4539	𗄞	wjɨ̣¹	2	1.69	wə̣¹	vəh¹	vəh¹
4542	𗠩	mji¹	1	1.11	mi¹	mi¹	mi¹
4543	𗠉	mər¹	1	1.84	məʶr¹	rmə̱r¹	rmə̱r¹
4545	𗠨	dźjwu²	7	2.02	dźwu²	dźwu²	dźwu²
4546	𗡗	ˑja̱r²	8	2.75	ˑjaar²	ryawr²	ryawr²
4547	𗠈	dzjo¹	6	1.51	dzo¹	dzo¹	dzo¹
4550	𗄥	lhjịj¹	9	1.61	lhẹ¹	lheh¹	lheh¹
4551	𗠐	du̱²	3	2.05	nduʶ²	ndu̱²	ndu̱²
4552	𗠑	kar²	5	2.73	qaʶr²	rqa̱r²	rqa̱r²
4553	𗡀	lo¹	9	1.49	loʶ¹	lo̱¹	lo̱¹
4555	𘓼	pə¹	1	1.27	pəʶ¹	pə̱¹	pə̱¹
4556	𘓽	lọ²	9	2.62	lọʶ²	lo̱ṁh²	llo̱ṃh²
4557	𘔅	zjur²	9	2.70	zur²	rzur²	rzur²
4558	𗟗	phji¹	1	1.11	phi¹	phi¹	phi¹
4559	𗇄	mẹ²	1	2.58	mịʶ²	mi̱h²	mi̱h²
4560	𗇅	tśhjɨ¹	7	1.29	tśhə¹	tśhə¹	tśhə¹
4562	𘉘	zər²	9	2.76	zəʶr²	rzə̱r²	rzə̱r²
4563	𗠓	bjạ²	1	2.57	bạ²	bah²	bah²
4564	𗠿	mjo¹	1	1.51	mo¹	mo¹	mo¹
4565	𘚡	lə²	9	2.25	ləʶ²	lə̱²	lə̱²
4566	𘉉	bạ²	1	2.56	bạʶ²	ba̱h²	ba̱h²
4567	𗟛	bạ²	1	2.56	bạʶ²	ba̱h²	ba̱h²
4568	𗠔	phjo²	1	2.44	pho²	pho²	pho²
4569	𗡚	tsew²	6	2.38	tsiʶw²	tsi̱w²	tsi̱w²
4570	𘉙	thjij²	3	2.33	the²	the²	the²
4571	𗠟	śjo̱¹	7	1.53	nśo¹	nśo¹	nśo¹
4572	𗠞	njwi²	3	2.10	nwi²	nwi²	nwi²
4573	𘉍	bji¹	1	1.11	bi¹	bi¹	bi¹
4574	𘉑	mjɨ¹	1	1.30	mə¹	mə¹	mə¹
4575	𘉒	mo²	1	2.42	moʶ²	mo̱²	mo̱²
4576	𗡏	me̱¹	1	1.12	mmiʶ¹	mmi̱¹	mmi̱¹
4577	𗡑	me̱¹	1	1.12	mmiʶ¹	mmi̱¹	mmi̱¹
4579	𘚥	lju²	9	2.02	lu²	lu²	lu²
4580	𗠍	tjụ¹	3	1.59	tụ¹	tuh¹	tuh¹
4581	𗠤	dzji²	6	2.10	dzi²	dzi²	dzi²
4582	𗠦	tjị¹	3	1.67	tị¹	tih¹	tih¹
4583	𗠲	do̱¹	3	1.52	ndoʶ¹	ndo̱¹	ndo̱¹
4584	𗠹	dzji̱²	6	2.12	ndzi²	ndzi²	ndzi²
4585	𗠌	wja¹	2	1.19	wa¹	va¹	va¹
4586	𗠄	ka¹	5	1.17	qaʶ¹	qa̱¹	qa̱¹
4587	𘉐	ˑio̱w¹	8	1.57	ˑʕooʶw¹	yuo¹	yuo¹
4588	𘉛	dwã¹	3	1.24	dwãʶ¹	dwa̱ṁ¹	dwa̱ṃ¹
4589	𗠧	kjɨ̣²	5	2.61	kə̣²	kəh²	kəh²
4590	𘉗	ˑio̱w¹	8	1.57	ˑʕooʶw¹	yuo¹	yuo¹
4592	𗠷	phjo²	1	2.44	pho²	pho²	pho²
4593	𗡋	dzji²	6	2.10	dzi²	dzi²	dzi²
4594	𗢇	kjiw¹	5	1.45	kiw¹	kiw¹	kiw¹
4595	𘉝	nja²	3	2.17	na²	na²	na²
4596	𗠅	gjɨ̱¹	5	1.32	ŋgə¹	ŋgə¹	ŋgə¹
4597	𗠻	tha̱r¹	3	1.83	nthaʶr¹	ntha̱r¹	ntha̱r¹
4598	𗡒	phə²	1	2.25	phəʶ²	phə̱²	phə̱²
4600	𗡔	ŋwụ¹	5	1.58	ɴwụʶ¹	ŋwu̱h¹	ŋwu̱h¹
4601	𘉞	nja²	3	2.17	na²	na²	na²
4602	𘉋	ˑjar¹	8	1.82	ˑjar¹	ryar¹	ryar¹
4603	𗠃	tjụ¹	3	1.59	tụ¹	tuh¹	tuh¹
4604	𗠚	thẹj²	3	2.53	thẹʶ²	the̱h²	the̱h²
4606	𗠳	śie²	7	2.08	śʕiʶ²	ṣai̱²	ṣai̱²
4607	𘉌	zər²	9	2.76	zəʶr²	rzə̱r²	rzə̱r²
4608	𗠏	ko̱²	5	2.45	ɴqoʶ²	ŋqo̱²	ŋqo̱²
4609	𗢄	śjwã²	7	2.24	śwã²	śwaṁ²	śwaṃ²
4611	𗠮	ˑja̱²	8	2.18	ˑjaa²	yaw²	yaw²
4612	𗠸	djɨ̱²	3	2.29	ndə²	ndə²	ndə²
4613	𗠽	ka¹	5	1.17	qaʶ¹	qa̱¹	qa̱¹
4614	𗡕	nju²	3	2.03	nu²	nu²	nu²
4615	𗠾	tsụ²	6	2.51	tsụʶ²	tsu̱h²	tsu̱h²
4616	𗠼	lji̱j²	9	2.35	nle²	nle²	nlle²
4617	𗠛	ljụ²	9	2.52	lụ²	luh²	lluh²
4618	𗡂	thwo²	3	2.42	thwoʶ²	thwo̱²	thwo̱²
4619	𗡁	gjạ²	5	2.57	gạ²	gah²	gah²
4620	𗡝	kja¹	5	1.20	ka¹	ka¹	ka¹
4621	𗠋	tśhia¹	7	1.18	tśhʕaʶ¹	tṣhaa̱¹	tṣhaa̱¹
4622	𗡍	piẹ¹	1	1.66	pʕịʶ¹	pai̱h¹	pai̱h¹
4623	𗠴	ˑia²	8	2.02	ˑʕaʶ²	γaa̱²	ġhaa̱²
4625	𘚔	mji̱j²	1	2.35	mme²	mme²	mme²
4626	𘉔	dwa²	3	2.14	dwaʶ²	dwa̱²	dwa̱²
4627	𘔄	lọ²	9	2.62	lọʶ²	lo̱ṁh²	llo̱ṃh²
4628	𘔉	dwər²	3	2.76	dwəʶr²	rdwə̱r²	rdwə̱r²
4629	𘓻	ɣji̱¹	8	1.14	nɣi¹	nγi¹	ŋghi¹
4630	𘚻	de²	3	2.07	diʶ²	di̱²	di̱²
4631	𘔀	wju¹	2	1.02	wu¹	vu¹	vu¹
4632	𘔈	dwər¹	3	1.84	dwəʶr¹	rdwə̱r¹	rdwə̱r¹
4633	𗟙	thwər¹	3	1.84	thwəʶr¹	rthwə̱r¹	rthwə̱r¹
4634	𘟎	tshjwu¹	6	1.03	tshwu¹	tshwu¹	tshwu¹
4635	𗠗	pji¹	1	1.11	pi¹	pi¹	pi¹
4636	𗠢	phjɨ̱¹	1	1.32	mphə¹	mphə¹	mphə¹
4637	𗡜	kjịj¹	5	1.61	kẹ¹	keh¹	keh¹
4638	𗠶	źjɨ̱¹	9	1.32	nźə¹	nźə¹	nźə¹
4639	𗡘	djɨ̱¹	3	1.32	ndə¹	ndə¹	ndə¹
4640	𘉎	dwa²	3	2.14	dwaʶ²	dwa̱²	dwa̱²
4641	𘉚	dwa²	3	2.14	dwaʶ²	dwa̱²	dwa̱²
4642	𗠊	dźjã¹	6	1.26	dźã¹	dźaṁ¹	dźaṃ¹
4643	𗠖	ɣar¹	8	1.80	ʁaʶr¹	rγa̱r¹	rġha̱r¹
4644	𗠠	do̱²	3	2.45	ndoʶ²	ndo̱²	ndo̱²
4645	𘉕	rjɨj²	9	2.37	rəj²	reṁ²	reṃ²
4646	𘉖	pjwɨ̱r¹	1	1.92	pwəər¹	rpwər¹	rpwər¹
4647	𗡛	lji²	9	2.09	li²	li²	li²
4648	𗇃	xwa²	8	2.14	χwaʶ²	hwa̱²	hwa̱²
4649	𗠕	thja²	3	2.17	tha²	tha²	tha²
4650	𗠙	biər¹	1	1.85	bʕəʶr¹	rbaə̱r¹	rbaə̱r¹
4651	𗠥	djo̱¹	3	1.53	ndo¹	ndo¹	ndo¹
4652	𗡆	phər¹	1	1.84	phəʶr¹	rphə̱r¹	rphə̱r¹
4653	𗠯	tshjar¹	6	1.82	tshar¹	rtshar¹	rtshar¹
4655	𘉓	bja²	1	2.17	ba²	ba²	ba²
4656	𗡓	thja̱²	3	2.18	thaa²	thaw²	thaw²
4657	𗠱	thjij¹	3	1.36	the¹	the¹	the¹
4658	𗠰	thji¹	3	1.11	thi¹	thi¹	thi¹
4659	𘓿	wie²	2	2.08	wʕiʶ²	vai̱²	vwai̱²
4660	𘓾	ˑjã¹	8	1.26	ˑjã¹	yaṁ¹	yaṃ¹
4661	𘔁	bji¹	1	1.11	bi¹	bi¹	bi¹
4662	𘔂	dźjɨ̣¹	7	1.69	dźə̣¹	dźəh¹	dźəh¹
4663	𘔇	lha¹	9	1.17	lhaʶ¹	lha̱¹	lha̱¹
4665	𘟍	źie²	9	2.08	źʕiʶ²	ẓai̱²	ẓai̱²
4666	𘉊	bạ²	1	2.56	bạʶ²	ba̱h²	ba̱h²
4667	𗠣	bọ²	1	2.62	bọʶ²	bo̱ṁh²	bo̱ṃh²
4668	𗠘	kjɨ̣²	5	2.61	kə̣²	kəh²	kəh²
4669	𗠡	bjɨ¹	1	1.30	bə¹	bə¹	bə¹
4670	𘔃	tsjwu¹	6	1.03	tswu¹	tswu¹	tswu¹
4671	𘚤	thwər¹	3	1.84	thwəʶr¹	rthwə̱r¹	rthwə̱r¹
4672	𘝣	niəj¹	4	1.41	nʕəʶj¹	ṇae̱ṁ¹	ṇae̱ṃ¹
4674	𘛍	nwu¹	3	1.01	nwuʶ¹	nwu̱¹	nwu̱¹
4675	𘍐	rjijr²	9	2.68	rer²	rer²	rer²
4676	𗐮	ljɨj²	9	2.37	ləj²	leṁ²	leṃ²
4677	𘁏	bə²	1	2.25	bəʶ²	bə̱²	bə̱²
4678	𗑞	khjiw¹	5	1.45	khiw¹	khiw¹	khiw¹
4679	𘖞	kiər¹	5	1.85	qʕəʶr¹	rqaə̱r¹	rqaə̱r¹
4680	𘖭	khia²	5	2.15	qhʕaʶ²	qhaa̱²	qhaa̱²
4681	𗐴	nju¹	3	1.03	nu¹	nu¹	nu¹
4682	𗯧	khjɨ̱²	5	2.29	ŋkhə²	ŋkhə²	ŋkhə²
4683	𗑷	to²	3	2.42	toʶ²	to̱²	to̱²
4684	𗑉	mej¹	1	1.33	meʶ¹	me̱¹	me̱¹
4685	𗑹	ˑã¹	8	1.24	ˑãʶ¹	γa̱ṁ¹	ġha̱ṃ¹
4686	𗓷	khjwã¹	5	1.26	khwã¹	khwaṁ¹	khwaṃ¹
4687	𗓻	khiar¹	5	1.81	qhʕaʶr¹	rqhaa̱r¹	rqhaa̱r¹
4688	𘖷	mjạ¹	1	1.64	mạ¹	mah¹	mah¹
4689	𗇝	ˑjwar¹	8	1.97	ˑjwar¹	rywar¹	rywar¹
4690	𗑜	gu̱¹	5	1.05	ɴɢuʶ¹	ŋġu̱¹	ŋġu̱¹
4691	𗓐	ɣjɨ̣¹	8	1.69	ɣə̣¹	γəh¹	ghəh¹
4692	𗓃	gu̱¹	5	1.05	ɴɢuʶ¹	ŋġu̱¹	ŋġu̱¹
4693	𗓰	na¹	3	1.17	naʶ¹	na̱¹	na̱¹
4694	𗑘	swej¹	6	1.33	sweʶ¹	swe̱¹	swe̱¹
4695	𗒫	gji̱w¹	5	1.47	ŋgiw¹	ŋgiw¹	ŋgiw¹
4696	𗒨	bạ¹	1	1.63	bạʶ¹	ba̱h¹	ba̱h¹
4697	𗔥	dze¹	6	1.08	dziʶ¹	dzi̱¹	dzi̱¹
4698	𗔣	rjɨj²	9	2.37	rəj²	reṁ²	reṃ²
4699	𗔸	bạ²	1	2.56	bạʶ²	ba̱h²	ba̱h²
4700	𗔫	djụ¹	3	1.59	dụ¹	duh¹	duh¹
4702	𗔳	zar¹	9	1.80	zaʶr¹	rza̱r¹	rza̱r¹
4703	𗔭	ŋewr²	5	2.78	ɴiʶwr²	rŋi̱wr²	rŋi̱wr²
4704	𘁔	rejr²	9	2.66	reʶr²	re̱r²	re̱r²
4705	𘖴	tswã¹	6	1.24	tswãʶ¹	tswa̱ṁ¹	tswa̱ṃ¹
4706	𗓗	dźju̱²	7	2.06	ndźu²	ndźu²	ndźu²
4707	𗒈	dźiəj²	7	2.36	dźʕəʶj²	dẓae̱ṁ²	dẓae̱ṃ²
4708	𗒢	śiej¹	7	1.34	śʕeʶ¹	ṣae̱¹	ṣae̱¹
4709	𗑼	njij¹	3	1.36	ne¹	ne¹	ne¹
4710	𗓽	lo¹	9	1.49	loʶ¹	lo̱¹	lo̱¹
4711	𗔖	tsewr¹	6	1.87	tsiʶwr¹	rtsi̱wr¹	rtsi̱wr¹
4713	𗯨	rjur¹	9	1.76	rur¹	rur¹	rur¹
4714	𘎏	tśhjiw²	7	2.40	tśhiw²	tśhiw²	tśhiw²
4716	𘗇	tśhiwa¹	7	1.18	tśhʕwaʶ¹	tṣhwaa̱¹	tṣhwaa̱¹
4717	𘖱	źju̱¹	9	1.06	nźu¹	nẓau̱¹	nẓau̱¹
4719	𗐯	kiẹj²	5	2.53	qʕẹʶ²	qae̱h²	qae̱h²
4721	𗑋	khjow²	5	2.48	khow²	khoṁ²	khoṃ²
4723	𗑓	dji¹	3	1.11	di¹	di¹	di¹
4724	𗒠	kiej²	5	2.31	qʕeʶ²	qae̱²	qae̱²
4725	𗑻	ɣạ¹	8	1.63	ʁạʶ¹	γa̱h¹	ġha̱h¹
4726	𗔔	lhjụ²	9	2.52	lhụ²	lhuh²	lhuh²
4727	𗒣	bjị²	1	2.60	bị²	bih²	bih²
4728	𗑅	gjɨ̣²	5	2.61	gə̣²	gəh²	gəh²
4729	𗓈	lhwu¹	9	1.01	lhwuʶ¹	lhwu̱¹	lhwu̱¹
4730	𗔇	ˑụ²	8	2.51	ˑụʶ²	γu̱h²	wu̱h²
4731	𗒭	khjɨ¹	5	1.30	khə¹	khə¹	khə¹
4732	𗔠	sju¹	6	1.03	su¹	su¹	su¹
4733	𗓖	gja̱²	5	2.21	ŋga²	ŋga²	ŋga²
4734	𘎎	swu²	6	2.01	swuʶ²	swu̱²	swu̱²
4735	𘗁	dźja²	7	2.16	dźa²	dźa²	dźa²
4736	𗓳	na¹	3	1.17	naʶ¹	na̱¹	na̱¹
4737	𗓚	ma²	1	2.14	maʶ²	ma̱²	ma̱²
4738	𘖣	kiər¹	5	1.85	qʕəʶr¹	rqaə̱r¹	rqaə̱r¹
4739	𗑝	tsewr¹	6	1.87	tsiʶwr¹	rtsi̱wr¹	rtsi̱wr¹
4740	𗑱	kja²	5	2.17	ka²	ka²	ka²
4741	𘃙	ljɨ¹	9	1.29	lə¹	lə¹	lə¹
4743	𘍝	ˑiọ¹	8	1.71	ˑʕọʶ¹	γo̱h¹	wo̱h¹
4744	𗑁	ˑjow²	8	2.48	ˑjow²	yoṁ²	yoṃ²
4745	𘖾	ŋur¹	5	1.75	ɴuʶr¹	rŋu̱r¹	rŋu̱r¹
4746	𗓀	lu¹	9	1.01	luʶ¹	lu̱¹	lu̱¹
4747	𗭁	bur¹	1	1.75	buʶr¹	rbu̱r¹	rbu̱r¹
4748	𗬻	kor¹	5	1.94	qoʶr¹	rqo̱r¹	rqo̱r¹
4749	𗭀	rjɨj²	9	2.37	rəj²	reṁ²	reṃ²
4750	𗑈	dzjɨ̣²	6	2.61	dzə̣²	dzəh²	dzəh²
4751	𗑗	sej¹	6	1.33	seʶ¹	se̱¹	se̱¹
4752	𗒪	wạ²	2	2.56	wạʶ²	va̱h²	vwa̱h²
4753	𗑦	śjwɨr¹	7	1.86	śwər¹	rśwər¹	rśwər¹
4755	𘖤	khie̱j¹	5	1.38	ɴqhʕeʶ¹	ŋqhae̱¹	ŋqhae̱¹
4756	𗬹	rjɨj²	9	2.37	rəj²	reṁ²	reṃ²
4757	𗭄	tjɨ̣j¹	3	1.62	tə̣j¹	teṁh¹	teṃh¹
4758	𗑵	tsjɨ¹	6	1.30	tsə¹	tsə¹	tsə¹
4759	𗑊	ŋa²	5	2.14	ɴaʶ²	ŋa̱²	ŋa̱²
4760	𗐹	ˑã¹	8	1.24	ˑãʶ¹	γa̱ṁ¹	ġha̱ṃ¹
4761	𗐭	śjwa¹	7	1.19	śwa¹	śwa¹	śwa¹
4762	𗓓	tśhjij¹	7	1.35	tśhe¹	tśhe¹	tśhe¹
4763	𗒋	śiow¹	7	1.55	śʕoʶw¹	ṣao̱ṁ¹	ṣao̱ṃ¹
4764	𘖟	bẹ¹	1	1.65	bịʶ¹	bi̱h¹	bi̱h¹
4765	𗬸	nia̱²	3	2.20	nnʕaʶ²	nnaa̱²	nnaa̱²
4766	𘁖	bə²	1	2.25	bəʶ²	bə̱²	bə̱²
4767	𗑸	ɣwej¹	8	1.33	ʁweʶ¹	γwe̱¹	ġhwe̱¹
4768	𗑒	śjwa¹	7	1.19	śwa¹	śwa¹	śwa¹
4769	𗑰	tshej¹	6	1.33	tsheʶ¹	tshe̱¹	tshe̱¹
4770	𗬷	njowr²	3	2.83	nowr²	rnoṁr²	rnoṃr²
4771	𗬿	ner²	3	2.71	niʶr²	rni̱r²	rni̱r²
4772	𗬼	ˑjɨr²	8	2.77	ˑjər²	ryər²	ryər²
4773	𗬾	ljụ²	9	2.52	lụ²	luh²	lluh²
4774	𗭃	xjow²	8	2.49	xow²	hoṁ²	hoṃ²
4775	𗐪	khjow²	5	2.48	khow²	khoṁ²	khoṃ²
4776	𗓙	pə̣¹	1	1.68	pə̣ʶ¹	pə̱h¹	pə̱h¹
4777	𘞧	lhe̱w²	9	2.41	nlhiʶw²	nlhi̱w²	nlhi̱w²
4778	𗒹	śjạ¹	7	1.64	śạ¹	śah¹	śah¹
4779	𘖈	ljɨj²	9	2.37	ləj²	leṁ²	leṃ²
4781	𘗅	tshe²	6	2.07	tshiʶ²	tshi̱²	tshi̱²
4782	𗭂	so²	6	2.42	soʶ²	so̱²	so̱²
4783	𗔕	njir²	3	2.72	nir²	rnir²	rnir²
4784	𗓘	xjɨj¹	8	1.42	xəj¹	heṁ¹	heṃ¹
4785	𗔐	njụ²	3	2.52	nụ²	nuh²	nuh²
4786	𗔏	lwụ²	9	2.51	lwụʶ²	lwu̱h²	llwu̱h²
4787	𘖩	ko̱²	5	2.45	ɴqoʶ²	ŋqo̱²	ŋqo̱²
4788	𗑐	lew²	9	2.38	liʶw²	li̱w²	li̱w²
4789	𗑺	nju¹	3	1.03	nu¹	nu¹	nu¹
4790	𗓲	bo¹	1	1.49	boʶ¹	bo̱¹	bo̱¹
4791	𗒻	kjur²	5	2.70	kur²	rkur²	rkur²
4792	𗓪	sjwĩ¹	6	1.16	swĩ¹	swiṁ¹	swiṃ¹
4793	𗬺	rar²	9	2.73	raʶr²	ra̱r²	ra̱r²
4794	𗐺	mẽ¹	1	1.15	mĩʶ¹	mi̱ṁ¹	mi̱ṃ¹
4795	𗐫	wej²	2	2.30	weʶ²	ve̱²	vwe̱²
4796	𗑛	zjɨr¹	9	1.86	zər¹	rzər¹	rzər¹
4797	𘝞	ˑjwɨr²	8	2.77	ˑjwər²	rywər²	rywər²
4798	𗑑	mior¹	1	1.90	mʕoʶr¹	rmao̱r¹	rmao̱r¹
4799	𗑬	dzu¹	6	1.01	dzuʶ¹	dzu̱¹	dzu̱¹
4800	𗔑	kạ²	5	2.56	qạʶ²	qa̱h²	qa̱h²
4802	𘎒	tśhjwiw²	7	2.40	tśhwiw²	tśhwiw²	tśhwiw²
4803	𗐵	lji²	9	2.09	li²	li²	li²
4804	𗐸	sej¹	6	1.33	seʶ¹	se̱¹	se̱¹
4805	𗑶	zew²	9	2.38	ziʶw²	zi̱w²	zi̱w²
4807	𗒯	khji¹	5	1.11	khi¹	khi¹	khi¹
4808	𗒼	khwẹj¹	5	1.60	qhwẹʶ¹	qhwe̱h¹	qhwe̱h¹
4809	𗓩	bəj¹	1	1.40	bəʶj¹	be̱ṁ¹	be̱ṃ¹
4811	𗒛	ˑụ²	8	2.51	ˑụʶ²	γu̱h²	wu̱h²
4812	𘁒	rjor²	9	2.81	ror²	ror²	ror²
4813	𘖪	kiər¹	5	1.85	qʕəʶr¹	rqaə̱r¹	rqaə̱r¹
