No,LFW,character,GHC,GX,rhyme,meaning,page number,character number
9074,2503,𗏡,kụ¹,qu̱h¹,1.55,後,04.09B.6,13
9075,0092,𗴺,mja¹,ma¹,1.2,母,04.09B.6,14
9076,1139,𗗙,ꞏjij¹,ye¹,1.36,之,04.09B.6,15
9077,0097,𗀧,dji̱j²,nde²,2.35,诬,04.09B.7,1
9078,5113,𘃡,wji¹,vi¹,1.1,為₁,04.09B.7,2
9079,5354,𘌽,thjɨ²,thə²,2.28,此,04.09B.7,3
9080,1085,𘄄,zji¹,zi¹,1.11,子,04.09B.7,4
9081,3583,𗫂,tja¹,ta¹,1.2,者,04.09B.7,5
9082,2098,𗧓,ŋa²,ŋa̱²,2.14,吾,04.09B.7,6
9083,5049,𗔀,wja¹,va¹,1.19,父,04.09B.7,7
9084,1139,𗗙,ꞏjij¹,ye¹,1.36,之,04.09B.7,8
9085,0001,𘞗,sjwɨ¹,swə¹,1.03,苗,04.09B.7,9
9086,1943,𗅔,nja̱²,naw²,2.18,非,04.09B.7,10
9087,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,04.09B.7,11
9088,2708,𗅂,rjar¹,rar¹,1.82,司,04.09B.7,12
9089,2983,𗅁,ꞏu²,γu̱²,2.01,ɪɴᴇ,04.09B.7,13
9090,1326,𘙌,kjɨ¹,kə¹,1.3,ᴘꜰᴠ:ɪɴ/ɪᴍᴘ:ɪɴ,04.09B.7,14
9091,0733,𗖖,njɨ̣¹,nəh¹,1.68,告,04.09B.7,15
9092,0289,𗍁,we²,vwi̱²,2.07,城,04.10A.1,1
9093,3266,𗦳,dzju²,dzu²,2.03,主,04.10A.1,2
9094,5354,𘌽,thjɨ²,thə²,2.28,此,04.10A.1,3
9095,1183,𘅣,dạ²,da̱h²,2.56,事,04.10A.1,4
9096,3708,𗧤,phja¹,pha¹,1.2,斷,04.10A.1,5
9097,0760,𗍷,dzjɨj²,dzeṃ²,2.37,判,04.10A.1,6
9098,5643,𘖑,mjɨ¹,mə¹,1.3,ɴᴇɢ.ᴍᴏᴅ,04.10A.1,7
9099,2620,𗩱,njwi²,nwi²,2.1,能,04.10A.1,8
9100,2019,𗋕,thja¹,tha¹,1.2,此,04.10A.1,9
9101,3589,𗿳,dzjɨj¹,dzeṃ¹,1.42,時,04.10A.1,10
9102,3803,𗦿,pjɨj¹,peṃ¹,1.42,邴,04.10A.1,11
9103,4620,𗡝,kja¹,ka¹,1.2,吉,04.10A.1,12
9104,0959,𗕔,thej¹,the̱¹,1.33,台,04.10A.1,13
9105,1871,𗡱,sjij¹,se¹,1.36,省,04.10A.1,14
9106,5165,𗯩,twụ¹,twu̱h¹,1.58,處,04.10A.1,15
9107,1234,𘄱,thjɨj¹,theṃ¹,1.42,廷,04.10A.2,1
9108,5574,𘃣,wji²,vi²,2.09,尉,04.10A.2,2
9109,5113,𘃡,wji¹,vi¹,1.1,為₁,04.10A.2,3
9110,3744,𘓟,dźiej²,dẓae̱²,2.31,信,04.10A.2,4
9111,1183,𘅣,dạ²,da̱h²,2.56,事,04.10A.2,5
9112,3708,𗧤,phja¹,pha¹,1.2,斷,04.10A.2,6
9113,3740,𗬩,kie¹,qai̱¹,1.09,戒,04.10A.2,7
9114,1118,𘞂,dzjɨ̱²,ndzə²,2.29,習,04.10A.2,8
9115,4401,𗜈,zow²,zo̱ṃ²,2.47,持,04.10A.2,9
9116,2019,𗋕,thja¹,tha¹,1.2,此,04.10A.2,10
9117,5447,𘋩,do²,do̱²,2.42,ᴛᴇʀᴍ,04.10A.2,11
9118,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,04.10A.2,12
9119,2082,𗤄,ꞏjɨr¹,ryər¹,1.86,問,04.10A.2,13
9120,3803,𗦿,pjɨj¹,peṃ¹,1.42,邴,04.10A.2,14
9121,4620,𗡝,kja¹,ka¹,1.2,吉,04.10A.2,15
9122,1045,𘒣,dạ²,da̱h²,2.56,曰,04.10A.3,1
9123,0261,𘘮,mjo²,mo²,2.44,我,04.10A.3,2
9124,5026,𗓁,mji¹,mi¹,1.11,聞₁,04.10A.3,3
9125,0187,𘒺,nar²,rna̱r²,2.73,老,04.10A.3,4
9126,2541,𘓐,dzjwo²,dzwo²,2.44,人,04.10A.3,5
9127,1139,𗗙,ꞏjij¹,ye¹,1.36,之,04.10A.3,6
9128,1569,𗹐,twụ¹,twu̱h¹,1.58,直,04.10A.3,7
9129,3583,𗫂,tja¹,ta¹,1.2,者,04.10A.3,8
9130,0143,𗀐,dźjij¹,dźe¹,1.35,寒,04.10A.3,9
9131,5447,𘋩,do²,do̱²,2.42,ᴛᴇʀᴍ,04.10A.3,10
9132,5643,𘖑,mjɨ¹,mə¹,1.3,ɴᴇɢ.ᴍᴏᴅ,04.10A.3,11
9133,5976,𘒬,,???,0,耐,04.10A.3,12
9134,1906,𗅉,niow¹,nuo¹,1.57,後,04.10A.3,13
9135,2079,𗾓,ljɨ¹,lə¹,1.29,中,04.10A.3,14
9136,0391,𘆂,ljij²,le²,2.33,午,04.10A.3,15
9137,0705,𘅍,zjịj¹,zeh¹,1.61,ᴛɪᴍᴇ.ᴀ,04.10A.4,1
9138,1067,𗇮,rar²,rə̱r²,2.76,影,04.10A.4,2
9139,2194,𗤋,mjij¹,me¹,1.36,無,04.10A.4,3
9140,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,04.10A.4,4
9141,0824,𗉮,tśhjɨ²,tśhə²,2.27,立,04.10A.4,5
9142,5417,𘃛,rjar²,rar²,2.74,即,04.10A.4,6
9143,4602,𘉋,ꞏjar¹,ryar¹,1.82,八,04.10A.4,7
9144,2814,𗼑,lhjị²,lhih²,2.6,月,04.10A.4,8
9145,2983,𗅁,ꞏu²,γu̱²,2.01,ɪɴᴇ,04.10A.4,9
9146,2019,𗋕,thja¹,tha¹,1.2,此,04.10A.4,10
9147,1085,𘄄,zji¹,zi¹,1.11,子,04.10A.4,11
9148,4950,𗑠,rjir²,rir²,2.72,ᴀᴄᴄꜱ,04.10A.4,12
9149,4971,𗒱,śjwi¹,świ¹,1.1,歲,04.10A.4,13
9150,1737,𗳦,ka¹,qa̱¹,1.17,等,04.10A.4,14
9151,5525,𘁛,zjɨ̣¹,zəh¹,1.69,兒,04.10A.4,15
9152,1241,𘞁,lji²,li²,2.09,童,04.10A.5,1
9153,3852,𘕂,dźjij¹,dźe¹,1.35,行,04.10A.5,2
9154,3370,𗦬,gu²,ġu̱²,2.01,共,04.10A.5,3
9155,5981,𗈪,ꞏja,a?,0,一,04.10A.5,4
9156,1910,𗅲,tjɨ̣j²,teṃh²,2.55,禮,04.10A.5,5
9157,4729,𗓈,lhwu¹,lhwu̱¹,1.01,衣,04.10A.5,6
9158,1105,𘓯,khjow¹,khoṃ¹,1.56,賜₁,04.10A.5,7
9159,4906,𗔛,gjwi²,gwi²,2.1,着₁,04.10A.5,8
9160,0749,𗟻,phji¹,phi¹,1.11,使₁,04.10A.5,9
9161,1801,𘈒,dzjij²,dze²,2.33,餘,04.10A.5,10
9162,0968,𗱕,rjur¹,rur¹,1.76,諸,04.10A.5,11
9163,5525,𘁛,zjɨ̣¹,zəh¹,1.69,兒,04.10A.5,12
9164,1241,𘞁,lji²,li²,2.09,童,04.10A.5,13
9165,0010,𗄊,źji²,zi²,2.1,皆,04.10A.5,14
9166,0143,𗀐,dźjij¹,dźe¹,1.35,寒,04.10A.5,15
9167,1918,𗅋,mji¹,mi¹,1.11,ɴᴇɢ,04.10A.6,1
9168,0615,𘑬,dwewr²,rdwi̱wr²,2.78,覺,04.10A.6,2
9169,3317,𗧀,lew¹,li̱w¹,1.43,僅,04.10A.6,3
9170,0187,𘒺,nar²,rna̱r²,2.73,老,04.10A.6,4
9171,2541,𘓐,dzjwo²,dzwo²,2.44,人,04.10A.6,5
9172,1139,𗗙,ꞏjij¹,ye¹,1.36,之,04.10A.6,6
9173,1567,𘈷,gji²,gi²,2.1,子,04.10A.6,7
9174,3315,𗩨,tsə̣¹,tsə̱h¹,1.68,色,04.10A.6,8
9175,5834,𗯗,lej²,le̱²,2.3,變,04.10A.6,9
9176,1906,𗅉,niow¹,nuo¹,1.57,後,04.10A.6,10
9177,0968,𗱕,rjur¹,rur¹,1.76,諸,04.10A.6,11
9178,5525,𘁛,zjɨ̣¹,zəh¹,1.69,兒,04.10A.6,12
9179,1241,𘞁,lji²,li²,2.09,童,04.10A.6,13
9180,4950,𗑠,rjir²,rir²,2.72,ᴀᴄᴄꜱ,04.10A.6,14
9181,2449,𗾔,be²,bi̱²,2.07,日,04.10A.6,15
9182,1136,𘇂,gu²,ġu̱²,2.01,中,04.10A.7,1
9183,3852,𘕂,dźjij¹,dźe¹,1.35,行,04.10A.7,2
9184,0749,𗟻,phji¹,phi¹,1.11,使₁,04.10A.7,3
9185,3317,𗧀,lew¹,li̱w¹,1.43,僅,04.10A.7,4
9186,0187,𘒺,nar²,rna̱r²,2.73,老,04.10A.7,5
9187,2541,𘓐,dzjwo²,dzwo²,2.44,人,04.10A.7,6
9188,1139,𗗙,ꞏjij¹,ye¹,1.36,之,04.10A.7,7
9189,1567,𘈷,gji²,gi²,2.1,子,04.10A.7,8
9190,1067,𗇮,rar²,rə̱r²,2.76,影,04.10A.7,9
9191,2194,𗤋,mjij¹,me¹,1.36,無,04.10A.7,10
9192,1542,𗌭,ku¹,qu̱¹,1.01,故,04.10A.7,11
9193,0824,𗉮,tśhjɨ²,tśhə²,2.27,立,04.10A.7,12
9194,5417,𘃛,rjar²,rar²,2.74,即,04.10A.7,13
9195,3708,𗧤,phja¹,pha¹,1.2,斷,04.10A.7,14
9196,0760,𗍷,dzjɨj²,dzeṃ²,2.37,判,04.10A.7,15
9197,5655,𘏨,ljɨ̣¹,lləh¹,1.69,寶,04.10B.1,1
9198,0981,𘔮,ꞏwar²,rvwa̱r²,2.73,物,04.10B.1,2
9199,1085,𘄄,zji¹,zi¹,1.11,子,04.10B.1,3
9200,1139,𗗙,ꞏjij¹,ye¹,1.36,之,04.10B.1,4
9201,1514,𘆏,ljɨ̱¹,nlə¹,1.32,還,04.10B.1,5
9202,5113,𘃡,wji¹,vi¹,1.1,為₁,04.10B.1,6
9203,2104,𗪘,śji¹,śi¹,1.1,先,04.10B.1,7
9204,0960,𗕪,mjịj¹,meh¹,1.61,女,04.10B.1,8
9205,1139,𗗙,ꞏjij¹,ye¹,1.36,之,04.10B.1,9
9206,0092,𗴺,mja¹,ma¹,1.2,母,04.10B.1,10
9207,0097,𗀧,dji̱j²,nde²,2.35,诬,04.10B.1,11
9208,5113,𘃡,wji¹,vi¹,1.1,為₁,04.10B.1,12
9209,1910,𗅲,tjɨ̣j²,teṃh²,2.55,禮,04.10B.1,13
9210,0433,𗖵,bju¹,bu¹,1.03,ʀᴇꜰ,04.10B.1,14
9211,5148,𘕋,dźjar²,dźih²,2.6,罪,04.10B.1,15
9212,2590,𗋚,wjɨ²,və²,2.27,ᴘꜰᴠ:ᴏᴜᴛ/ɪᴍᴘ:ᴏᴜᴛ,04.10B.2,1
9213,3159,𗨙,lhjịj²,lheh²,2.54,受₁,04.10B.2,2
9214,0749,𗟻,phji¹,phi¹,1.11,使₁,04.10B.2,3
9215,2104,𗪘,śji¹,śi¹,1.1,先,04.10B.2,4
9216,5493,𘟑,xã²,ha̱ṃ²,2.22,漢,04.10B.2,5
9217,3139,𗤀,śjij¹,śe¹,1.35,代,04.10B.2,6
9218,4797,𘝞,ꞏjwɨr²,rywər²,2.77,文,04.10B.2,7
9219,5993,𘂤,kha¹,qha̱¹,1.17,ɪɴᴛᴇꜱꜱ,04.10B.2,8
9220,5612,𘎪,tshji̱j¹,ntshe¹,1.39,說₁,04.10B.2,9
9221,1741,𘔞,xow¹,ho̱ṃ¹,1.54,黃,04.10B.3,1
9222,3587,𗪦,pia¹,paa̱¹,1.18,霸,04.10B.3,2
9223,1906,𗅉,niow¹,nuo¹,1.57,後,04.10B.3,3
9224,2639,𗦻,mji̱j²,mme²,2.35,名,04.10B.3,4
9225,4467,𘜸,tshə¹,tshə̱¹,1.27,次,04.10B.3,5
9226,3738,𘓖,kow¹,qo̱ṃ¹,1.54,公,04.10B.3,6
9227,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,04.10B.3,7
9228,4962,𗔬,we²,vwi̱²,2.07,魏,04.10B.3,8
