No,LFW,character,GHC,GX,rhyme,meaning,page number,character number
16497,0683,𘒂,xia¹,haa̱¹,1.3,下,06.01A.5,10
16498,3859,𘋇,xjwi¹,fi¹,1.1,惠,06.01A.5,11
16499,,,,,,,06.01A.5,12
16500,3323,𗿖,ŋia̱²,ŋŋaa̱²,2.2,顏,06.01A.5,13
16501,5297,𘋺,śio̱w¹,ṣuo¹,1.57,叔,06.01A.5,14
16502,5925,𘕘,tsə¹,tsə̱¹,1.27,子,06.01A.5,15
16503,3045,𗊛,tshew¹,tshi̱w¹,1.42,秋,06.01A.6,1
16504,5491,𗶡,xu¹,hau̱¹,1.04,胡,06.01A.6,2
16505,2455,𗪯,gji²,gi²,2.1,妻,06.01A.6,3
16506,2129,𗦉,bjij²,be²,2.33,妻,06.01A.6,4
16507,3566,𗥡,lu²,lu̱²,2.01,魯,06.01A.6,5
16508,2937,𗂧,lhjịj²,lheh²,2.54,國,06.01A.6,6
16509,0243,𗡸,sji²,si²,2.1,女,06.01A.6,7
16510,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.01A.6,8
16511,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,06.01A.6,9
16512,1374,𗉘,tśhjɨ¹,tśhə¹,1.29,此,06.01A.6,10
16513,4861,𘝨,zjọ²,zoh²,2.64,ᴛɪᴍᴇ.ʙ,06.01A.6,11
16514,3045,𗊛,tshew¹,tshi̱w¹,1.42,秋,06.01A.6,12
16515,5491,𗶡,xu¹,hau̱¹,1.04,胡,06.01A.6,13
16516,2455,𗪯,gji²,gi²,2.1,妻,06.01A.6,14
16517,2129,𗦉,bjij²,be²,2.33,妻,06.01A.6,15
16518,0804,𗌽,djɨ²,də²,2.28,ᴘꜰᴠ:ᴀᴜᴛᴏʙ/ɪᴍᴘ:ᴀᴜᴛᴏʙ,06.01A.7,1
16519,0147,𗀓,śjij²,śe²,2.32,請,06.01A.7,2
16520,1999,𗏁,ŋwə¹,ŋwə̱¹,1.27,五,06.01A.7,3
16521,0811,𘜍,ꞏja̱r²,ryawr²,2.75,日,06.01A.7,4
16522,2474,𗦎,rar²,ra̱r²,2.73,過,06.01A.7,5
16523,1906,𗅉,niow¹,nuo¹,1.57,後,06.01A.7,6
16524,0298,𘔜,tśhji¹,tśhiṃ¹,1.16,陳,06.01A.7,7
16525,5306,𘋨,dzjwɨ¹,dzwə¹,1.3,帝,06.01A.7,8
16526,0524,𘒩,dzju¹,dzu¹,1.02,命,06.01A.7,9
16527,5522,𗭻,lji̱j²,nle²,2.35,待₁,06.01A.7,10
16528,4469,𗶹,śji²,śi²,2.09,往₁,06.01A.7,11
16529,1999,𗏁,ŋwə¹,ŋwə̱¹,1.27,五,06.01A.7,12
16530,3305,𗤒,kjiw¹,kiw¹,1.45,年,06.01A.7,13
16531,5113,𘃡,wji¹,vi¹,1.1,為₁,06.01A.7,14
16532,2503,𗏡,kụ¹,qu̱h¹,1.55,後,06.01A.7,15
16533,1326,𘙌,kjɨ¹,kə¹,1.3,ᴘꜰᴠ:ɪɴ/ɪᴍᴘ:ɪɴ,06.01B.1,1
16534,2912,𗆮,lhjwo¹,lhwow¹,1.48,還,06.01B.1,2
16535,0152,𗵒,kiẹ¹,qai̱h¹,1.66,金,06.01B.1,3
16536,4619,𗡁,ŋiạ²,ŋah²,2.57,餅,06.01B.1,4
16537,0448,𗖌,gjɨ²,gə²,2.28,一,06.01B.1,5
16538,4401,𗜈,zow²,zo̱ṃ²,2.47,持,06.01B.1,6
16539,0856,𗰜,mər²,rmə̱r²,2.76,本,06.01B.1,7
16540,2937,𗂧,lhjịj²,lheh²,2.54,國,06.01B.1,8
16541,1326,𘙌,kjɨ¹,kə¹,1.3,ᴘꜰᴠ:ɪɴ/ɪᴍᴘ:ɪɴ,06.01B.1,9
16542,2373,𗆐,ljịj²,lleh²,2.54,來,06.01B.1,10
16543,2862,𗫌,nji¹,ni¹,1.11,家,06.01B.1,11
16544,0335,𗎙,phja¹,pha¹,1.2,旁,06.01B.1,12
16545,3693,𗦍,,thu̱²,0,近,06.01B.1,13
16546,5113,𘃡,wji¹,vi¹,1.1,為₁,06.01B.1,14
16547,5553,𘍾,gji²,gi²,2.1,數,06.01B.1,15
16548,2804,𗼲,bju̱²,mbu²,2.06,里,06.01B.2,1
16549,1012,𗰣,zjịj¹,zeh¹,1.61,幾,06.01B.2,2
16550,1326,𘙌,kjɨ¹,kə¹,1.3,ᴘꜰᴠ:ɪɴ/ɪᴍᴘ:ɪɴ,06.01B.2,3
16551,5871,𘒫,ze̱w²,nzi̱w²,2.41,遣,06.01B.2,4
16552,0021,𗵚,bju¹,bu¹,1.19,路,06.01B.2,5
16553,0785,𗎘,bju²,bu²,2.02,邊,06.01B.2,6
16554,0243,𗡸,sji²,si²,2.1,婦,06.01B.2,7
16555,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.01B.2,8
16556,0448,𗖌,gjɨ²,gə²,2.28,一,06.01B.2,9
16557,4274,𘚐,sow¹,so̱ṃ¹,1.54,桑,06.01B.2,10
16558,4250,𗝠,sji¹,si¹,1.11,樹,06.01B.2,11
16559,5241,𘎬,kjwị²,kwih²,0,割,06.01B.2,12
16560,3092,𗫶,djij²,de²,2.33,PROG,06.01B.2,13
16561,0046,𘟀,ljij²,le²,2.33,見₁,06.01B.2,14
16562,3045,𗊛,tshew¹,tshi̱w¹,1.42,秋,06.01B.2,15
16563,5491,𗶡,xu¹,hau̱¹,1.04,胡,06.01B.3,1
16564,0243,𗡸,sji²,si²,2.1,婦,06.01B.3,2
16565,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.01B.3,3
16566,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.01B.3,4
16567,1045,𘒣,dạ²,da̱h²,2.56,曰,06.01B.3,5
16568,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.01B.3,6
16569,0261,𘘮,mjo²,mo²,2.44,我,06.01B.3,7
16570,5911,𗈲,khwa¹,qhwa̱¹,1.17,遠,06.01B.3,8
16571,4015,𘛂,bji̱j²,mbe²,2.35,遊,06.01B.3,9
16572,0795,𘙇,rjɨr²,rər²,2.77,ᴘꜰᴠ:ᴅɪʀ/ɪᴍᴘ:ᴅɪʀ,06.01B.3,10
16573,2373,𗆐,ljịj²,lleh²,2.54,來,06.01B.3,11
16574,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,06.01B.3,12
16575,4534,𗠫,dźjwiw²,dźwiw²,2.4,飢,06.01B.3,13
16576,4532,𗠵,pạ²,pa̱h²,2.56,渴,06.01B.3,14
16577,4028,𗍳,nji²,ni²,2.1,汝,06.01B.3,15
16578,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.01B.4,1
16579,4274,𘚐,sow¹,so̱ṃ¹,1.54,桑,06.01B.4,2
16580,4250,𗝠,sji¹,si¹,1.11,樹,06.01B.4,3
16581,0151,𘞐,śju̱¹,nśu¹,1.07,涼,06.01B.4,4
16582,5399,𗯴,khju¹,khu¹,1.03,ꜱᴜʙᴇ,06.01B.4,5
16583,3099,𗫻,dźji̱j¹,ndźe¹,1.39,居,06.01B.4,6
16584,4508,𗠇,tjị¹,tih¹,1.67,餐,06.01B.4,7
16585,5981,𗈪,ꞏja,a?,0,一,06.01B.4,8
16586,4670,𘔃,tsjwu¹,tswu¹,1.03,壺,06.01B.4,9
16587,2590,𗋚,wjɨ²,və²,2.27,ᴘꜰᴠ:ᴏᴜᴛ/ɪᴍᴘ:ᴏᴜᴛ,06.01B.4,10
16588,4658,𗠰,thji¹,thi¹,1.11,飲,06.01B.4,11
16589,0749,𗟻,phji¹,phi¹,1.11,使₁,06.01B.4,12
16590,2098,𗧓,ŋa²,ŋa̱²,2.14,𝟣ꜱɢ,06.01B.4,13
16591,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.01B.4,14
16592,0243,𗡸,sji²,si²,2.1,婦,06.01B.4,15
16593,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.01B.5,1
16594,1064,𗷝,mjij²,me²,2.33,ɴᴇɢ.ᴘꜰᴠ,06.01B.5,2
16595,0226,𗟳,ŋwu¹,ŋwu̱¹,1.01,語,06.01B.5,3
16596,0196,𘒧,djwu¹,dwu¹,1.03,答,06.01B.5,4
16597,3045,𗊛,tshew¹,tshi̱w¹,1.42,秋,06.01B.5,5
16598,5491,𗶡,xu¹,hau̱¹,1.04,胡,06.01B.5,6
16599,3101,𗫸,ꞏjị²,yih²,2.6,復,06.01B.5,7
16600,1045,𘒣,dạ²,da̱h²,2.56,曰,06.01B.5,8
16601,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.01B.5,9
16602,3354,𗪺,ɣie¹,γai̱¹,1.09,力,06.01B.5,10
16603,3668,𗽈,ljị¹,llih¹,1.67,種,06.01B.5,11
16604,3368,𗫏,thjwị¹,thwih¹,1.67,少,06.01B.5,12
16605,4950,𗑠,rjir²,rir²,2.72,ᴀᴄᴄꜱ,06.01B.5,13
16606,0756,𘄏,dźju²,dźu²,2.02,遇,06.01B.5,14
16607,5643,𘖑,mjɨ¹,mə¹,1.3,ɴᴇɢ.ᴍᴏᴅ,06.01B.5,15
16608,0768,𘆥,,???,0,及,06.01B.6,1
16609,4274,𘚐,sow¹,so̱ṃ¹,1.54,桑,06.01B.6,2
16610,5241,𘎬,kjwị²,kwih²,0,割,06.01B.6,3
16611,3419,𗴢,bju̱¹,mbu¹,1.07,尊,06.01B.6,4
16612,3622,𗤫,kjɨ̱r²,rkər²,2.85,屋,06.01B.6,5
16613,0756,𘄏,dźju²,dźu²,2.02,遇,06.01B.6,6
16614,5643,𘖑,mjɨ¹,mə¹,1.3,ɴᴇɢ.ᴍᴏᴅ,06.01B.6,7
16615,0768,𘆥,,???,0,及,06.01B.6,8
16616,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.01B.6,9
16617,0243,𗡸,sji²,si²,2.1,婦,06.01B.6,10
16618,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.01B.6,11
16619,3027,𗊬,kụ²,qu̱h²,2.51,答,06.01B.6,12
16620,1045,𘒣,dạ²,da̱h²,2.56,曰,06.01B.6,13
16621,4274,𘚐,sow¹,so̱ṃ¹,1.54,桑,06.01B.6,14
16622,3668,𗽈,ljị¹,llih¹,1.67,種,06.01B.6,15
16623,1888,𘟥,bə²,bə̱²,2.25,蟲,06.01B.7,1
16624,3042,𗋿,ꞏjur¹,ryur¹,1.76,育,06.01B.7,2
16625,5364,𘃢,lew²,li̱w²,2.38,毛,06.01B.7,3
16626,3872,𘁀,kjir¹,rkir¹,1.79,料,06.01B.7,4
16627,1600,𘇡,thu¹,thu̱¹,1.01,紡,06.01B.7,5
16628,0630,𗖳,la¹,la̱¹,1.17,織,06.01B.7,6
16629,5880,𗳒,ŋwu²,ŋwu̱²,2.01,ɪɴꜱ,06.01B.7,7
16630,4869,𗓉,kjɨ¹,kə¹,1.3,公,06.01B.7,8
16631,0154,𗵑,ꞏo¹,γo̱¹,1.44,公,06.01B.7,9
16632,3986,𘊻,njɨ¹,nə¹,1.3,婆,06.01B.7,10
16633,4893,𗓢,wjɨ¹,və¹,1.29,婆,06.01B.7,11
16634,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.01B.7,12
16635,0105,𗴿,kjụ¹,kuh¹,1.59,供,06.01B.7,13
16636,4887,𗒀,tshwew¹,tshwi̱w¹,1.43,養,06.01B.7,14
16637,5113,𘃡,wji¹,vi¹,1.1,為₁,06.01B.7,15
16638,4574,𘉑,mjɨ¹,mə¹,1.3,他,06.02A.1,1
16639,0152,𗵒,kiẹ¹,qai̱h¹,1.66,金,06.02A.1,2
16640,5856,𘕿,ɣa²,γa̱²,2.14,ʟᴏᴄ,06.02A.1,3
16641,5772,𘑏,tjạ¹,tah¹,1.64,依,06.02A.1,4
16642,5009,𘎉,lho̱¹,nllo̱¹,1.52,賴,06.02A.1,5
16643,2090,𗦇,lew²,lli̱w²,2.38,所,06.02A.1,6
16644,5688,𘕣,wa²,vwa̱²,2.14,何,06.02A.1,7
16645,5670,𘂬,ꞏo¹,γo̱¹,1.49,有,06.02A.1,8
16646,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.02A.1,9
16647,3045,𗊛,tshew¹,tshi̱w¹,1.42,秋,06.02A.1,10
16648,5491,𗶡,xu¹,hau̱¹,1.04,胡,06.02A.1,11
16649,0795,𘙇,rjɨr²,rər²,2.77,ᴘꜰᴠ:ᴅɪʀ/ɪᴍᴘ:ᴅɪʀ,06.02A.1,12
16650,2373,𗆐,ljịj²,lleh²,2.54,來,06.02A.1,13
16651,2862,𗫌,nji¹,ni¹,1.11,家,06.02A.1,14
16652,5447,𘋩,do²,do̱²,2.42,ᴛᴇʀᴍ,06.02A.1,15
16653,2679,𗫡,njɨ²,nə²,2.28,至,06.02A.2,1
16654,4469,𗶹,śji²,śi²,2.09,往₁,06.02A.2,2
16655,0152,𗵒,kiẹ¹,qai̱h¹,1.66,金,06.02A.2,3
16656,5173,𘖗,dźjɨ̣,dźə¹,0,拔,06.02A.2,4
16657,0092,𗴺,mja¹,ma¹,1.2,母,06.02A.2,5
16658,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,06.02A.2,6
16659,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,06.02A.2,7
16660,1105,𘓯,khjow¹,khoṃ¹,1.56,賜₁,06.02A.2,8
16661,0092,𗴺,mja¹,ma¹,1.2,母,06.02A.2,9
16662,1894,𗃆,ꞏjar¹,ryar¹,1.82,媳,06.02A.2,10
16663,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,06.02A.2,11
16664,5146,𘗒,bju²,bu²,2.03,召,06.02A.2,12
16665,0749,𗟻,phji¹,phi¹,1.11,使₁,06.02A.2,13
16666,1894,𗃆,ꞏjar¹,ryar¹,1.82,媳,06.02A.2,14
16667,2373,𗆐,ljịj²,lleh²,2.54,來,06.02A.2,15
16668,3045,𗊛,tshew¹,tshi̱w¹,1.42,秋,06.02A.3,1
16669,5491,𗶡,xu¹,hau̱¹,1.04,胡,06.02A.3,2
16670,0046,𘟀,ljij²,le²,2.33,見₁,06.02A.3,3
16671,1906,𗅉,niow¹,nuo¹,1.57,後,06.02A.3,4
16672,2104,𗪘,śji¹,śi¹,1.1,先,06.02A.3,5
16673,4274,𘚐,sow¹,so̱ṃ¹,1.54,桑,06.02A.3,6
16674,4250,𗝠,sji¹,si¹,1.11,樹,06.02A.3,7
16675,5993,𘂤,kha¹,qha̱¹,1.17,ɪɴᴛᴇꜱꜱ,06.02A.3,8
16676,0243,𗡸,sji²,si²,2.1,婦,06.02A.3,9
16677,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.02A.3,10
16678,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,06.02A.3,11
16679,2455,𗪯,gji²,gi²,2.1,妻,06.02A.3,12
16680,2129,𗦉,bjij²,be²,2.33,妻,06.02A.3,13
16681,3045,𗊛,tshew¹,tshi̱w¹,1.42,秋,06.02A.3,14
16682,5491,𗶡,xu¹,hau̱¹,1.04,胡,06.02A.3,15
16683,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,06.02A.4,1
16684,1045,𘒣,dạ²,da̱h²,2.56,曰,06.02A.4,2
16685,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.02A.4,3
16686,3926,𘀍,nja²,na²,2.17,汝,06.02A.4,4
16687,3753,𗼞,kow²,qo̱ṃ²,2.47,官,06.02A.4,5
16688,1736,𘅫,tśju¹,tśu¹,1.02,事,06.02A.4,6
16689,0795,𘙇,rjɨr²,rər²,2.77,ᴘꜰᴠ:ᴅɪʀ/ɪᴍᴘ:ᴅɪʀ,06.02A.4,7
16690,4401,𗜈,zow²,zo̱ṃ²,2.47,持,06.02A.4,8
16691,1999,𗏁,ŋwə¹,ŋwə̱¹,1.27,五,06.02A.4,9
16692,3305,𗤒,kjiw¹,kiw¹,1.45,年,06.02A.4,10
16693,2226,𗨻,we²,vwi̱²,2.07,為,06.02A.4,11
16694,0152,𗵒,kiẹ¹,qai̱h¹,1.66,金,06.02A.4,12
16695,4619,𗡁,ŋiạ²,ŋah²,2.57,餅,06.02A.4,13
16696,0448,𗖌,gjɨ²,gə²,2.28,一,06.02A.4,14
16697,1599,𘜘,rjir¹,rir¹,1.79,得₁,06.02A.4,15
16698,1326,𘙌,kjɨ¹,kə¹,1.3,ᴘꜰᴠ:ɪɴ/ɪᴍᴘ:ɪɴ,06.02A.5,1
16699,2912,𗆮,lhjwo¹,lhwow¹,1.48,還,06.02A.5,2
16700,4601,𘉞,nja²,na²,2.17,𝟤ꜱɢ,06.02A.5,3
16701,1542,𗌭,ku¹,qu̱¹,1.01,故,06.02A.5,4
16702,0092,𗴺,mja¹,ma¹,1.2,母,06.02A.5,5
16703,3042,𗋿,ꞏjur¹,ryur¹,1.76,育,06.02A.5,6
16704,1274,𗟭,wo²,vwo̱²,2.42,應,06.02A.5,7
16705,5993,𘂤,kha¹,qha̱¹,1.17,ɪɴᴛᴇꜱꜱ,06.02A.5,8
16706,1906,𗅉,niow¹,nuo¹,1.57,後,06.02A.5,9
16707,0021,𗵚,bju¹,bu¹,1.19,道,06.02A.5,10
16708,0785,𗎘,bju²,bu²,2.02,邊,06.02A.5,11
16709,0243,𗡸,sji²,si²,2.1,婦,06.02A.5,12
16710,5447,𘋩,do²,do̱²,2.42,ᴛᴇʀᴍ,06.02A.5,13
16711,1338,𘟠,dzu¹,dzu̱¹,1.01,愛,06.02A.5,14
16712,0009,𗄈,śjwo¹,śwow¹,1.48,發,06.02A.5,15
16713,3357,𗧠,kiẹj²,qae̱h²,2.53,欲,06.02A.6,1
16714,3844,𗭍,dźjịj¹,dźeh¹,1.61,行,06.02A.6,2
16715,4868,𗑩,gji̱²,ŋgi²,2.12,願,06.02A.6,3
16716,4601,𘉞,nja²,na²,2.17,𝟤ꜱɢ,06.02A.6,4
16717,4444,𘓁,ljɨ̣¹,lləh¹,1.69,及,06.02A.6,5
16718,3315,𗩨,tsə̣¹,tsə̱h¹,1.68,色,06.02A.6,6
16719,0046,𘟀,ljij²,le²,2.33,見₁,06.02A.6,7
16720,0152,𗵒,kiẹ¹,qai̱h¹,1.66,金,06.02A.6,8
16721,2180,𗫩,dźjɨr¹,rdźər¹,1.92,棄,06.02A.6,9
16722,0092,𗴺,mja¹,ma¹,1.2,母,06.02A.6,10
16723,1139,𗗙,ꞏjij¹,ye¹,1.36,P.,06.02A.6,11
16724,2325,𘓔,mjɨ̣²,məh²,2.61,忘,06.02A.6,12
16725,3583,𗫂,tja¹,ta¹,1.2,者,06.02A.6,13
16726,1918,𗅋,mji¹,mi¹,1.11,ɴᴇɢ,06.02A.6,14
16727,2323,𘓓,wə¹,nvwə̱¹,1.31,孝,06.02A.6,15
16728,4601,𘉞,nja²,na²,2.17,𝟤ꜱɢ,06.02A.7,1
16729,5285,𘃞,ljɨ¹,lə¹,1.29,也,06.02A.7,2
16730,4028,𗍳,nji²,ni²,2.1,汝,06.02A.7,3
16731,2365,𗂙,pha¹,pha̱¹,1.17,別,06.02A.7,4
16732,2455,𗪯,gji²,gi²,2.1,妻,06.02A.7,5
16733,2129,𗦉,bjij²,be²,2.33,妻,06.02A.7,6
16734,0804,𗌽,djɨ²,də²,2.28,ᴘꜰᴠ:ᴀᴜᴛᴏʙ/ɪᴍᴘ:ᴀᴜᴛᴏʙ,06.02A.7,7
16735,0147,𗀓,śjij²,śe²,2.32,請,06.02A.7,8
16736,4601,𘉞,nja²,na²,2.17,𝟤ꜱɢ,06.02A.7,9
16737,2098,𗧓,ŋa²,ŋa̱²,2.14,,06.02A.7,10
16738,2129,𗦉,bjij²,be²,2.33,妻,06.02A.7,11
16739,5113,𘃡,wji¹,vi¹,1.1,為₁,06.02A.7,12
16740,1918,𗅋,mji¹,mi¹,1.11,ɴᴇɢ,06.02A.7,13
16741,4868,𗑩,gji̱²,ŋgi²,2.12,願,06.02A.7,14
16742,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.02A.7,15
16743,0824,𗉮,tśhjɨ²,tśhə²,2.27,立,06.02B.1,1
16744,5417,𘃛,rjar²,rar²,2.74,即,06.02B.1,2
16745,3058,𗋽,zjɨ̱r²,rzər²,2.85,水,06.02B.1,3
16746,5993,𘂤,kha¹,qha̱¹,1.17,ɪɴᴛᴇꜱꜱ,06.02B.1,4
16747,1245,𘝵,ꞏjij¹,ye¹,1.36,自,06.02B.1,5
16748,0731,𗕼,lju²,lu²,2.02,投₁,06.02B.1,6
16749,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,06.02B.1,7
16750,3072,𗢏,sji²,si²,2.1,死₁,06.02B.1,8
16751,0707,𗉔,tśjiw¹,tśiw¹,1.45,周,06.02B.1,9
16752,3139,𗤀,śjij¹,śe¹,1.35,代,06.02B.1,10
16753,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.02B.1,11
16754,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,06.02B.1,12
16755,5259,𘛫,ljiw¹,liw¹,1.45,劉,06.02B.2,1
16756,0444,𗕸,tśhjow¹,tśhoṃ¹,1.56,長,06.02B.2,2
16757,3094,𗫲,khjij¹,khe¹,1.36,卿,06.02B.2,3
16758,2455,𗪯,gji²,gi²,2.1,妻,06.02B.2,4
16759,2129,𗦉,bjij²,be²,2.33,妻,06.02B.2,5
16760,2489,𗏲,phej²,phe̱²,2.3,沛,06.02B.2,6
16761,2937,𗂧,lhjịj²,lheh²,2.54,國,06.02B.2,7
16762,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.02B.2,8
16763,1643,𗙔,xwã¹,hwa̱ṃ¹,1.24,桓,06.02B.2,9
16764,5059,𗑴,lwã¹,lwa̱ṃ¹,1.24,鸞,06.02B.2,10
16765,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.02B.2,11
16766,0960,𗕪,mjịj¹,meh¹,1.61,女,06.02B.2,12
16767,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,06.02B.2,13
16768,1085,𘄄,zji¹,zi¹,1.11,子,06.02B.2,14
16769,0448,𗖌,gjɨ²,gə²,2.28,一,06.02B.2,15
16770,2590,𗋚,wjɨ²,və²,2.27,ᴘꜰᴠ:ᴏᴜᴛ/ɪᴍᴘ:ᴏᴜᴛ,06.02B.3,1
16771,3300,𘔴,dju²,du²,0,生,06.02B.3,2
16772,4945,𗔒,wə¹,vwə̱¹,1.27,夫,06.02B.3,3
16773,2455,𗪯,gji²,gi²,2.1,妻,06.02B.3,4
16774,0444,𗕸,tśhjow¹,tśhoṃ¹,1.56,長,06.02B.3,5
16775,3094,𗫲,khjij¹,khe¹,1.36,卿,06.02B.3,6
16776,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,06.02B.3,7
16777,0769,𘒻,ljwij¹,lwe¹,1.36,亡,06.02B.3,8
16778,1085,𘄄,zji¹,zi¹,1.11,子,06.02B.3,9
16779,1139,𗗙,ꞏjij¹,ye¹,1.36,之,06.02B.3,10
16780,5981,𗈪,ꞏja,a?,0,ᴘꜰᴠ:ᴜᴘ/ɪɴᴛʀɢ,06.02B.3,11
16781,3042,𗋿,ꞏjur¹,ryur¹,1.76,育,06.02B.3,12
16782,4971,𗒱,śjwi¹,świ¹,1.1,歲,06.02B.3,13
16783,1084,𗰗,ɣạ²,γa̱h²,2.56,十,06.02B.3,14
16784,1999,𗏁,ŋwə¹,ŋwə̱¹,1.27,五,06.02B.3,15
16785,2226,𗨻,we²,vwi̱²,2.07,為,06.02B.4,1
16786,0705,𘅍,zjịj¹,zeh¹,1.61,ᴛɪᴍᴇ.ᴀ,06.02B.4,2
16787,2019,𗋕,thja¹,tha¹,1.2,此,06.02B.4,3
16788,5815,𘂆,tsjɨ¹,tsə¹,1.3,亦,06.02B.4,4
16789,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,06.02B.4,5
16790,3072,𗢏,sji²,si²,2.1,死₁,06.02B.4,6
16791,1542,𗌭,ku¹,qu̱¹,1.01,故,06.02B.4,7
16792,0355,𘇻,mju¹,mu¹,1.03,兄,06.02B.4,8
16793,2893,𗿒,khwej²,qhwe̱²,2.3,大,06.02B.4,9
16794,3361,𗧎,kiẹj¹,qae̱h¹,1.6,姐,06.02B.4,10
16795,2893,𗿒,khwej²,qhwe̱²,2.3,大,06.02B.4,11
16796,0724,𘆄,njɨ²,nə²,2.28,ᴘʟ,06.02B.4,12
16797,5604,𘝦,dźjɨ,dźə¹,0,ᴇʀɢ,06.02B.4,13
16798,5113,𘃡,wji¹,vi¹,1.1,ᴇʀɢ,06.02B.4,14
16799,4574,𘉑,mjɨ¹,mə¹,1.3,他,06.02B.4,15
16800,5447,𘋩,do²,do̱²,2.42,ᴛᴇʀᴍ,06.02B.5,1
16801,1894,𗃆,ꞏjar¹,ryar¹,1.82,媳,06.02B.5,2
16802,4481,𗶷,śjɨ¹,śə¹,1.29,往₂,06.02B.5,3
16803,0749,𗟻,phji¹,phi¹,1.11,使₁,06.02B.5,4
16804,3357,𗧠,kiẹj²,qae̱h²,2.53,欲,06.02B.5,5
16805,0444,𗕸,tśhjow¹,tśhoṃ¹,1.56,長,06.02B.5,6
16806,3094,𗫲,khjij¹,khe¹,1.36,卿,06.02B.5,7
16807,2455,𗪯,gji²,gi²,2.1,妻,06.02B.5,8
16808,2129,𗦉,bjij²,be²,2.33,妻,06.02B.5,9
16809,1245,𘝵,ꞏjij¹,ye¹,1.36,自,06.02B.5,10
16810,2061,𗐄,piə̣j²,pae̱ṃh²,2.65,髮,06.02B.5,11
16811,1452,𗱢,nja¹,na¹,1.2,ᴘꜰᴠ:ᴅᴏᴡɴ/ɪᴍᴘ:ᴅᴏᴡɴ,06.02B.5,12
16812,4999,𘗋,gjịj¹,geh¹,1.61,剪,06.02B.5,13
16813,4681,𗐴,nju¹,nu¹,1.03,耳,06.02B.5,14
16814,4342,𗞞,dja²,da²,2.17,ᴘꜰᴠ/ɪᴍᴘ,06.02B.5,15
16815,0390,𗰸,khjwɨ¹,khwə¹,1.3,砍,06.02B.6,1
16816,3101,𗫸,ꞏjị²,yih²,2.6,復,06.02B.6,2
16817,4574,𘉑,mjɨ¹,mə¹,1.3,他,06.02B.6,3
16818,5447,𘋩,do²,do̱²,2.42,ᴛᴇʀᴍ,06.02B.6,4
16819,1918,𗅋,mji¹,mi¹,1.11,ɴᴇɢ,06.02B.6,5
16820,1894,𗃆,ꞏjar¹,ryar¹,1.82,媳,06.02B.6,6
16821,4481,𗶷,śjɨ¹,śə¹,1.29,往₂,06.02B.6,7
16822,2098,𗧓,ŋa²,ŋa̱²,2.14,𝟣ꜱɢ,06.02B.6,8
16823,1278,𘘣,ꞏjɨ²,yə²,2.28,謂,06.02B.6,9
16824,2503,𗏡,kụ¹,qu̱h¹,1.55,後,06.02B.6,10
16825,5493,𘟑,xã²,ha̱ṃ²,2.22,漢,06.02B.6,11
16826,3139,𗤀,śjij¹,śe¹,1.35,代,06.02B.6,12
16827,0243,𗡸,sji²,si²,2.1,婦,06.02B.6,13
16828,2541,𘓐,dzjwo²,dzwo²,2.44,人,06.02B.6,14
16829,0508,𘟂,ŋwu²,ŋwu̱²,2.01,是,06.02B.6,15
16830,5595,𗰂,xwo²,hwo̱²,2.42,皇,06.02B.7,1
16831,3118,𗥑,xu¹,hu̱¹,1.01,甫,06.02B.7,2
16832,0576,𘅧,kjwi¹,kwi¹,2.2,規,06.02B.7,3
16833,2455,𗪯,gji²,gi²,2.1,妻,06.02B.7,4
16834,2129,𗦉,bjij²,be²,2.33,妻,06.02B.7,5
